station_uid,max_electric_power,max_voltage,power_type_id,plug_type_id,plug_format_id,type,format
cd511790-c2d0-44e5-b605-6daeba76ad86,300000,600,3,21,2,COMBO,CABLE
e25e6da6-7ccc-4464-8375-60f029601f80,62500,500,3,1,2,CHADEMO,CABLE
b2312232-1fff-44d4-ac1e-e86d15e95120,62500,500,3,21,2,COMBO,CABLE
01d6144f-9d64-412c-ad89-c93390034954,300000,600,3,21,2,COMBO,CABLE
1e93ed5f-9a83-4c67-8b22-1502d32bd28d,300000,600,3,21,2,COMBO,CABLE
43f3f0dd-fc8d-450c-9d55-fdd4012d846f,300000,600,3,21,2,COMBO,CABLE
7f1f0533-42e1-4d7c-8256-9971e74fc8c6,62500,500,3,21,2,COMBO,CABLE
cf3c34b2-d271-41aa-bbd2-6ea19c04cadc,62500,500,3,21,2,COMBO,CABLE
cf3c34b2-d271-41aa-bbd2-6ea19c04cadc,62500,500,3,1,2,CHADEMO,CABLE
8a34ec8b-6eb0-45d0-ba6b-a9d6ebe92e76,300000,600,3,21,2,COMBO,CABLE
10afb026-2c6b-4bba-919d-b456f938d8c7,300000,600,3,21,2,COMBO,CABLE
77ebe5f4-85ae-4c25-a55a-07accd2014e9,300000,600,3,21,2,COMBO,CABLE
4c8fc4ed-50d8-4065-83c3-10243bd3f0f6,62500,500,3,21,2,COMBO,CABLE
b878b57b-dcb4-4a0b-b3d3-c16acf5c43de,62500,500,3,21,2,COMBO,CABLE
52247978-7e74-451b-8644-32498a786ef2,300000,600,3,21,2,COMBO,CABLE
18b4b51b-ede4-4b72-bc6a-771cfdb5fadd,300000,600,3,21,2,COMBO,CABLE
eaa9cb74-4905-4f2a-ab71-cbfad30bf0bd,300000,600,3,21,2,COMBO,CABLE
cae54f5f-40ee-4629-b8f6-f33c15d2155c,62500,500,3,21,2,COMBO,CABLE
fa62bda7-a303-4cd7-9d59-c26a2c8a9771,62500,500,3,21,2,COMBO,CABLE
58fe3799-5248-4eb1-a3f3-a461abb58843,62500,500,3,1,2,CHADEMO,CABLE
f64a4320-c7c0-4977-81cd-4ae04e2e6b29,300000,600,3,21,2,COMBO,CABLE
ab6ea651-abd5-4034-89b8-e77ed42f5c16,300000,600,3,21,2,COMBO,CABLE
c38839bc-cea7-4d4e-b2d4-9e60040c3903,62500,500,3,1,2,CHADEMO,CABLE
2b3e85d9-4795-4421-a80c-9862e2b43ded,300000,600,3,21,2,COMBO,CABLE
6f39f638-d304-4717-ac04-7f8b3d5aac8a,62500,500,3,21,2,COMBO,CABLE
048e6d30-21ae-4642-9665-cbbb707debc8,300000,600,3,21,2,COMBO,CABLE
63cf4d55-7846-4bde-bd60-18e6099037d6,62500,500,3,21,2,COMBO,CABLE
881ab7a1-0dcb-4ee2-9984-c4a5b0f29510,62500,500,3,21,2,COMBO,CABLE
0e06f469-a4ae-489d-baef-724beddad540,300000,600,3,21,2,COMBO,CABLE
75f46bbb-8dee-42ff-8d68-c2d53e85efa3,300000,600,3,21,2,COMBO,CABLE
c8950b2f-d34f-4124-8427-b3a112bd3a04,300000,600,3,21,2,COMBO,CABLE
eff8bb4b-2784-405c-8874-d7d3432236a5,62500,500,3,1,2,CHADEMO,CABLE
ec7930f9-1327-4799-9a06-bfd5ee331178,300000,600,3,21,2,COMBO,CABLE
f0a87cf4-5597-4ede-adcf-cdc25e62184a,300000,600,3,21,2,COMBO,CABLE
7f8df90e-b049-4094-b189-5a1461562f3e,300000,600,3,21,2,COMBO,CABLE
56c9b9df-e3e0-4dc9-8a93-8418bb643a07,62500,500,3,21,2,COMBO,CABLE
c3d55b7c-9620-4ab7-b8cd-032e48c1aad0,62500,500,3,1,2,CHADEMO,CABLE
133cfa41-617d-498b-9255-9bc600c2766b,300000,600,3,21,2,COMBO,CABLE
897e1eb7-5a3f-47cd-82d0-fdeb7679effd,62500,500,3,21,2,COMBO,CABLE
745a727b-e75d-42d6-9493-ad985e8a0da1,300000,600,3,21,2,COMBO,CABLE
e0a56096-adb0-48e8-9a14-f5e561b0ac1f,300000,600,3,21,2,COMBO,CABLE
97134a42-e2cf-45aa-91e8-11da183563ff,300000,600,3,21,2,COMBO,CABLE
baddd4e2-2cdf-403f-a1fc-1230c157d101,300000,600,3,21,2,COMBO,CABLE
ed85d36f-3911-4a3b-9090-4a574888c153,300000,600,3,21,2,COMBO,CABLE
6e3aa643-b562-4c85-ad5c-dfc8a4355d20,300000,600,3,21,2,COMBO,CABLE
675042f8-8a66-452c-a818-9ad4711a8477,62500,500,3,21,2,COMBO,CABLE
addf1a35-1966-494a-8eea-8d9448eb8013,300000,600,3,21,2,COMBO,CABLE
86b85a96-968b-4aa8-8ce2-edd6b0a35b27,300000,600,3,21,2,COMBO,CABLE
9fed8601-489a-4c35-9b4d-e3b1c5400a7b,300000,600,3,21,2,COMBO,CABLE
691ed835-a247-469b-a008-1af1c67a7a98,62500,500,3,21,2,COMBO,CABLE
4a910ac1-738e-4675-bb67-d92b82e06fc8,300000,600,3,21,2,COMBO,CABLE
274fe9cb-02cf-4aa5-8f86-9eaddc6fb737,62500,500,3,1,2,CHADEMO,CABLE
1048f981-fcf8-4ccf-a067-13a7f2007b2c,300000,600,3,21,2,COMBO,CABLE
9bbcc8d2-b9e5-46e0-93a5-1934f3e2e0fd,62500,500,3,1,2,CHADEMO,CABLE
f46ef45e-73a0-4a53-ab63-9e27d5306d80,300000,600,3,21,2,COMBO,CABLE
84ae1297-e8dc-492a-ad24-f70acf24a5cf,62500,500,3,1,2,CHADEMO,CABLE
b3d49b37-b6b1-4068-95e8-09d8c4714d13,300000,600,3,21,2,COMBO,CABLE
2fd07fe0-74c2-4c4e-99a4-921b10a58a9a,62500,500,3,1,2,CHADEMO,CABLE
d03bb7a8-c6f3-4265-8dd5-549a7c7d3cc6,300000,600,3,21,2,COMBO,CABLE
a958f670-a859-47ee-97c2-620c012a310a,300000,600,3,21,2,COMBO,CABLE
3b5b8f52-7c04-49ae-adbc-cc7f74802838,300000,600,3,21,2,COMBO,CABLE
f2f754a0-0e5e-407d-8158-a270633da938,62500,500,3,1,2,CHADEMO,CABLE
fa62bda7-a303-4cd7-9d59-c26a2c8a9771,62500,500,3,1,2,CHADEMO,CABLE
0e5e578b-acef-4358-8a11-3bb5f90cb0ba,300000,600,3,21,2,COMBO,CABLE
a452d6f4-2061-4f9f-b178-959bb2c5b09a,300000,600,3,21,2,COMBO,CABLE
0d34af43-cc51-4fec-a31b-9c4ce0d94c5d,300000,600,3,21,2,COMBO,CABLE
59676210-e9cf-4083-a5c9-4169616f6b5f,62500,500,3,21,2,COMBO,CABLE
98341f34-6138-454c-bf17-73aab77b3f17,62500,500,3,21,2,COMBO,CABLE
cdce3a30-4cc0-44cb-bf52-4867cba42002,300000,600,3,21,2,COMBO,CABLE
1dd8e506-0caf-4cc9-96a4-34cb912094fa,300000,600,3,21,2,COMBO,CABLE
68c2b5c7-68a0-4ee5-bc2c-8b4ae90c879d,200000,400,3,21,2,COMBO,CABLE
3c82890d-65e2-4843-8de7-b9a83fd38371,62500,500,3,21,2,COMBO,CABLE
c217d81f-38cc-4cae-b847-298365c3423b,300000,600,3,21,2,COMBO,CABLE
f8711c06-0e05-46de-939a-90053a534f7e,300000,600,3,21,2,COMBO,CABLE
61d5ee0a-4dab-413d-9e1e-c61f3114ad3b,300000,600,3,21,2,COMBO,CABLE
600c1e9d-d76f-44f0-917c-09c874d607fb,300000,600,3,21,2,COMBO,CABLE
f2664026-9cb4-4187-b52f-6259843c98ae,62500,500,3,21,2,COMBO,CABLE
eaef595f-2f10-473c-bf6d-172afa048546,300000,600,3,21,2,COMBO,CABLE
c9ce12e6-2565-483d-9fd7-e2d7cc432a1f,62500,500,3,21,2,COMBO,CABLE
7dfbe7c8-3a1d-4323-907d-efc1a408d8db,300000,600,3,21,2,COMBO,CABLE
7fa1d2c4-70e9-4c1f-a5bf-39c0afbb4b83,62500,500,3,1,2,CHADEMO,CABLE
98341f34-6138-454c-bf17-73aab77b3f17,62500,500,3,1,2,CHADEMO,CABLE
f5116c43-250c-4add-a4d3-4296e5557592,300000,600,3,21,2,COMBO,CABLE
66d5d53f-fc6c-4506-aeb5-eba9098be15a,300000,600,3,21,2,COMBO,CABLE
28faa6fc-38b2-4337-84cc-572a1da16627,300000,600,3,21,2,COMBO,CABLE
59676210-e9cf-4083-a5c9-4169616f6b5f,62500,500,3,1,2,CHADEMO,CABLE
08f303ff-f4fb-42e4-b723-1194632c8a53,62500,500,3,1,2,CHADEMO,CABLE
348bfd01-866a-4696-9583-e4c412941331,300000,600,3,21,2,COMBO,CABLE
c8a4d9f0-c7a7-4ab3-9b1b-315d52e65121,300000,600,3,21,2,COMBO,CABLE
b1389e96-522c-4a24-8d7b-70b5ac0344a8,62500,500,3,21,2,COMBO,CABLE
53277bd1-9339-416b-98a2-f89dbc01e064,300000,600,3,21,2,COMBO,CABLE
5c535643-f29d-41e0-bcb3-88441bd34dec,62500,500,3,1,2,CHADEMO,CABLE
146fc62b-5fcb-47b8-a72c-4023a600a710,62500,500,3,1,2,CHADEMO,CABLE
8d4d1bab-cb11-4d86-bcea-4c7d746f146c,62500,500,3,1,2,CHADEMO,CABLE
9fa40381-01f8-441e-9c24-61443a77775e,300000,600,3,21,2,COMBO,CABLE
b835ce04-39b2-43e6-b707-412fb869a48d,300000,600,3,21,2,COMBO,CABLE
26b881d4-fde3-4c5a-9ae3-e77e432bf04e,300000,600,3,21,2,COMBO,CABLE
9bbcc8d2-b9e5-46e0-93a5-1934f3e2e0fd,62500,500,3,21,2,COMBO,CABLE
59dd1834-cb64-452b-b30f-21c4f5c78a3f,300000,600,3,21,2,COMBO,CABLE
03d136be-1896-4d64-b0ae-e933d6ce3d60,300000,600,3,21,2,COMBO,CABLE
e25e6da6-7ccc-4464-8375-60f029601f80,62500,500,3,21,2,COMBO,CABLE
18755055-cc85-4264-8e37-b089070bf504,300000,600,3,21,2,COMBO,CABLE
5154c27e-ecee-44d2-8006-a173901c0515,300000,600,3,21,2,COMBO,CABLE
5c0c99a1-da28-4c88-b40d-2fb7b2c45e8b,300000,600,3,21,2,COMBO,CABLE
5259b156-566b-4c62-8388-a2e85bfbb527,62500,500,3,21,2,COMBO,CABLE
1d452076-f08f-4024-b058-480060fbb469,300000,600,3,21,2,COMBO,CABLE
b39c7289-5efa-4726-80d1-781104567009,300000,600,3,21,2,COMBO,CABLE
e4797c01-b4f5-4114-b582-c25c09ead403,62500,500,3,21,2,COMBO,CABLE
720f1eb8-7e4b-4a3f-a452-a592e690dacd,300000,600,3,21,2,COMBO,CABLE
a2e23aa0-830d-4656-9ed5-f50ba4e70f29,300000,600,3,21,2,COMBO,CABLE
b89f83ae-8d44-4126-ae9c-e8b4809a3c23,300000,600,3,21,2,COMBO,CABLE
bd24b6a0-e9f5-463c-92ef-9091eb3a8cd8,62500,500,3,21,2,COMBO,CABLE
75fba818-f7fb-49e4-93b8-bb4444f440d3,62500,500,3,1,2,CHADEMO,CABLE
d23e08c3-a91c-404a-ac76-4951b976b9b0,300000,600,3,21,2,COMBO,CABLE
0660cfa6-4304-4af5-80b6-50fc6291383f,300000,600,3,21,2,COMBO,CABLE
146fc62b-5fcb-47b8-a72c-4023a600a710,62500,500,3,21,2,COMBO,CABLE
2146a404-287a-4eda-a871-6ca06296b3ae,300000,600,3,21,2,COMBO,CABLE
20540884-fcce-4e16-bc30-bf826947d5e9,300000,600,3,21,2,COMBO,CABLE
ddc7796e-38c2-47d9-a945-d8df89581ac8,300000,600,3,21,2,COMBO,CABLE
ed49ce02-94f3-4d04-b559-40676e53dac5,62500,500,3,1,2,CHADEMO,CABLE
307394ee-5235-4640-878d-59569044c3bb,300000,600,3,21,2,COMBO,CABLE
852c0f6d-73c9-49f6-a14b-938eae0e72f8,62500,500,3,21,2,COMBO,CABLE
7054ff95-2b45-4904-b172-becb49cdd6cd,300000,600,3,21,2,COMBO,CABLE
f2f754a0-0e5e-407d-8158-a270633da938,62500,500,3,21,2,COMBO,CABLE
7a1547c3-fb9c-4501-bd08-7fd6b5747811,62500,500,3,21,2,COMBO,CABLE
08e14079-ee7d-42f9-97e9-79ffa1a90e80,62500,500,3,21,2,COMBO,CABLE
bd24b6a0-e9f5-463c-92ef-9091eb3a8cd8,62500,500,3,1,2,CHADEMO,CABLE
c47572ab-0f57-4a03-8b77-0d294606ff9f,300000,600,3,21,2,COMBO,CABLE
56c9529c-0096-4708-a59d-38475297ca52,300000,600,3,21,2,COMBO,CABLE
2dfa9848-58ac-477e-b22f-503963789882,300000,600,3,21,2,COMBO,CABLE
e5962231-9b92-4130-bd40-56ff5025a102,300000,600,3,21,2,COMBO,CABLE
6dbfd04e-cea6-4c64-98ab-33f607e10770,300000,600,3,21,2,COMBO,CABLE
c9ce12e6-2565-483d-9fd7-e2d7cc432a1f,62500,500,3,1,2,CHADEMO,CABLE
852c0f6d-73c9-49f6-a14b-938eae0e72f8,62500,500,3,1,2,CHADEMO,CABLE
ef0b8004-7cd3-428d-a6ef-75587b0f92ce,300000,600,3,21,2,COMBO,CABLE
76ae20d9-3bfe-45b2-ae97-bc4206493ab2,300000,600,3,21,2,COMBO,CABLE
b5c9f8b0-f634-4a07-b0a5-429bb68a4ae1,62500,500,3,1,2,CHADEMO,CABLE
41ea1997-45c7-47e3-b032-c39187b71b26,300000,600,3,21,2,COMBO,CABLE
86f7c7f2-453c-4b3f-a3dd-cd103b997526,62500,500,3,21,2,COMBO,CABLE
f96832df-cf47-4191-9100-e6d3d51508ea,300000,600,3,21,2,COMBO,CABLE
6f284c10-4c36-4bb5-8ff1-f54a182ecedb,62500,500,3,21,2,COMBO,CABLE
36e2406f-f50a-484d-9ff8-cb568e629483,62500,500,3,21,2,COMBO,CABLE
08f303ff-f4fb-42e4-b723-1194632c8a53,62500,500,3,21,2,COMBO,CABLE
fe547e55-f8a1-4de0-99f3-3c385079448a,300000,600,3,21,2,COMBO,CABLE
205c0673-52b0-47da-b822-da2ebc855704,62500,500,3,21,2,COMBO,CABLE
2ce6574c-8da8-4b75-bf59-708facf171ac,62500,500,3,21,2,COMBO,CABLE
dade0af1-0909-4ed4-8e45-0b03ee45877f,62500,500,3,1,2,CHADEMO,CABLE
aa7f96c1-bb9e-4990-a046-90374068aaef,300000,600,3,21,2,COMBO,CABLE
9723ecb0-2b74-46bf-896e-7ce61aa6c29f,300000,600,3,21,2,COMBO,CABLE
edee711a-554e-4123-99cd-6b12fdb7237c,62500,500,3,21,2,COMBO,CABLE
32c37e21-fb28-42a7-af54-2a1b7aad12bb,62500,500,3,21,2,COMBO,CABLE
3c3266f0-14a6-4307-9ccb-4c105be08914,300000,600,3,21,2,COMBO,CABLE
d35c9175-1f17-4604-b95b-83a00bca6e1b,300000,600,3,21,2,COMBO,CABLE
71323444-d408-45ea-a1b6-34bef20cf832,62500,500,3,1,2,CHADEMO,CABLE
cb18714e-5f1e-4272-983a-43fe09a0b1d1,300000,600,3,21,2,COMBO,CABLE
2699e98c-beaa-4a19-9265-2d2e4d05d932,300000,600,3,21,2,COMBO,CABLE
5fe0bde2-670c-46e6-8353-3e297e067f69,200000,400,3,21,2,COMBO,CABLE
6ed54ac6-f89f-45b7-abbc-9d94336eb553,300000,600,3,21,2,COMBO,CABLE
90ebd038-e64e-4e85-b518-6d4c933e3fd0,300000,600,3,21,2,COMBO,CABLE
dade0af1-0909-4ed4-8e45-0b03ee45877f,62500,500,3,21,2,COMBO,CABLE
0d300062-e035-4676-affe-e59e04aa1e63,62500,500,3,1,2,CHADEMO,CABLE
2e1aa972-056c-42ca-8af4-2240d0641253,300000,600,3,21,2,COMBO,CABLE
32c37e21-fb28-42a7-af54-2a1b7aad12bb,62500,500,3,1,2,CHADEMO,CABLE
ec041e07-4218-4670-b70c-03c2265f9de2,300000,600,3,21,2,COMBO,CABLE
46886e94-f607-4a63-8974-328ab6ac66f1,300000,600,3,21,2,COMBO,CABLE
2e109173-ebc7-43c3-a315-0aa96b884674,300000,600,3,21,2,COMBO,CABLE
51927c8d-793b-40a6-a9c6-fcf4a3930da9,62500,500,3,1,2,CHADEMO,CABLE
0832d696-63eb-4d2e-9799-6b54e2f2dd65,62500,500,3,21,2,COMBO,CABLE
45402303-0b3e-49ba-bd72-644abc10ede3,300000,600,3,21,2,COMBO,CABLE
2231b0d1-afa4-4e17-b833-3684ae55a164,62500,500,3,21,2,COMBO,CABLE
da40f985-8666-43d8-a1f4-4db8bd9b0081,62500,500,3,21,2,COMBO,CABLE
27d2f6d8-7c5a-473d-96f5-5040c684b986,62500,500,3,21,2,COMBO,CABLE
cee7ff33-dcba-49e8-b38e-c2666d33d9b9,300000,600,3,21,2,COMBO,CABLE
eee32ee6-f0a5-4823-aa90-bc3449e2245f,62500,500,3,21,2,COMBO,CABLE
a307d6b0-5a7f-4f27-9f6f-0a6ff34c5725,300000,600,3,21,2,COMBO,CABLE
d871cef2-619c-4ce3-9075-89b4ff3de4fa,62500,500,3,21,2,COMBO,CABLE
7f72c907-fe21-485d-a409-8b8cc90cc341,300000,600,3,21,2,COMBO,CABLE
e927dd8b-68cd-4d65-823d-747ab7c5562d,300000,600,3,21,2,COMBO,CABLE
7d5cab96-6ea7-49a0-882f-49cf9e4c6c1a,300000,600,3,21,2,COMBO,CABLE
2fd07fe0-74c2-4c4e-99a4-921b10a58a9a,62500,500,3,21,2,COMBO,CABLE
fe01af77-ad39-4ad9-80bf-322d7c02a4a9,62500,500,3,21,2,COMBO,CABLE
32652c8f-70f1-45ba-bde2-1370347722a6,62500,500,3,21,2,COMBO,CABLE
986a542d-7e6b-4484-be45-f21b606c7e94,300000,600,3,21,2,COMBO,CABLE
e3985aae-288e-4ce7-a917-41f4695f926e,62500,500,3,1,2,CHADEMO,CABLE
20fe30ee-ef2b-42ec-a55d-231943959e08,62500,500,3,1,2,CHADEMO,CABLE
3c82890d-65e2-4843-8de7-b9a83fd38371,62500,500,3,1,2,CHADEMO,CABLE
a0a3699a-36c4-47d8-8a49-d63167d258ad,300000,600,3,21,2,COMBO,CABLE
b8a5f54b-5398-43ef-91ef-e6a4f12df3f1,62500,500,3,1,2,CHADEMO,CABLE
0832d696-63eb-4d2e-9799-6b54e2f2dd65,62500,500,3,1,2,CHADEMO,CABLE
3591b53f-1389-40d9-b01f-a91f102a391b,300000,600,3,21,2,COMBO,CABLE
c60984f4-4517-40d7-a295-2330cd41846a,300000,600,3,21,2,COMBO,CABLE
36e2406f-f50a-484d-9ff8-cb568e629483,62500,500,3,1,2,CHADEMO,CABLE
51f03416-bd9e-4f49-b27e-617b5f01385d,300000,600,3,21,2,COMBO,CABLE
2fdd3b69-28fe-4d8c-a454-39555a191377,300000,600,3,21,2,COMBO,CABLE
bb87f67c-134c-4d3d-9de1-bd0707f57e43,300000,600,3,21,2,COMBO,CABLE
b80a817e-aa17-490d-a0e9-16837259bc93,62500,500,3,21,2,COMBO,CABLE
58ac8578-d1bc-4d68-9f09-389e15485f35,62500,500,3,21,2,COMBO,CABLE
f2664026-9cb4-4187-b52f-6259843c98ae,62500,500,3,1,2,CHADEMO,CABLE
88a004f1-3627-4356-bd07-47c2a1fdcce9,300000,600,3,21,2,COMBO,CABLE
6c096f6b-123b-4d17-8dc2-0a0158280e24,300000,600,3,21,2,COMBO,CABLE
dd2013d8-e1c6-41e3-82cb-7bd1a9c80675,300000,600,3,21,2,COMBO,CABLE
8658f348-32f2-45ac-b663-1201b905a929,62500,500,3,21,2,COMBO,CABLE
24f2c131-5984-4d2d-8bd5-9400a728f3f1,300000,600,3,21,2,COMBO,CABLE
b5c9f8b0-f634-4a07-b0a5-429bb68a4ae1,62500,500,3,21,2,COMBO,CABLE
bb4bd001-f9dc-4622-bd0a-6f798c44bed5,62500,500,3,1,2,CHADEMO,CABLE
a35cd534-b6f6-4098-8e56-fad725625e13,300000,600,3,21,2,COMBO,CABLE
a2a5d169-e37a-4e33-b650-83748ccaaa3a,300000,600,3,21,2,COMBO,CABLE
2231b0d1-afa4-4e17-b833-3684ae55a164,62500,500,3,1,2,CHADEMO,CABLE
87901d44-1b2c-44b2-8dc2-9a1a213b656e,62500,500,3,21,2,COMBO,CABLE
bae83c7d-9ff1-48fa-a528-ddefe47c0649,62500,500,3,1,2,CHADEMO,CABLE
cf2cec92-f119-41d1-81b7-b24f6168108a,300000,600,3,21,2,COMBO,CABLE
87901d44-1b2c-44b2-8dc2-9a1a213b656e,62500,500,3,1,2,CHADEMO,CABLE
5f4403f6-91b2-44b3-8077-cf352a9b659b,300000,600,3,21,2,COMBO,CABLE
